sample_number,sample_date,lead_amount_ppm
2062288,2017-06-15,0.00132
2073970,2017-06-15,5.63e-4
2062270,2017-06-15,5e-5
2062251,2017-06-16,6.95e-4
2062213,2017-06-16,5e-5
2073891,2017-06-17,1.1e-4
2065686,2017-06-18,2.28e-4
2073955,2017-06-19,5e-5
2065687,2017-06-19,5e-5
2062737,2017-06-20,8.34e-5
2064688,2017-06-20,0.00347
2064690,2017-06-20,0.00323
2062291,2017-06-20,2.29e-4
2062211,2017-06-20,5.73e-5
2073944,2017-06-20,5e-5
2062226,2017-06-20,0.00323
2065202,2017-06-20,0.00117
2065106,2017-06-20,2.86e-4
2065223,2017-06-21,5e-5
2069040,2017-06-21,1.61e-4
2065197,2017-06-22,0.00164
2065163,2017-06-22,0.00522
2069630,2017-06-23,0.00227
2069633,2017-06-23,7.31e-4
2069632,2017-06-26,4.22e-4
2065203,2017-06-26,7.1e-5
2065695,2017-06-26,6.89e-5
2069626,2017-06-26,1.59e-4
2065694,2017-06-26,3.49e-4
2067466,2017-06-27,5e-5
2069039,2017-06-27,5e-5
2069628,2017-06-27,5.26e-4
2067465,2017-06-28,5e-5
2069627,2017-06-28,6.37e-5
2069651,2017-06-28,6.24e-4
2070805,2017-06-29,0.102
2072740,2017-06-29,5e-5
2067474,2017-06-29,1.85e-4
2073911,2017-06-29,0.00168
2072743,2017-06-29,3.6e-4
2067408,2017-06-30,5e-5
2069625,2017-06-30,5.32e-5
2067473,2017-07-02,3.28e-4
2067418,2017-07-02,5e-5
2067477,2017-07-03,5.57e-4
2067476,2017-07-04,1.76e-4
2067475,2017-07-04,0.00143
2070819,2017-07-04,0.00102
2070806,2017-07-05,0.00135
2073855,2017-07-05,9.72e-5
2073969,2017-07-05,7.63e-4
2070820,2017-07-05,0.0472
2077009,2017-07-06,5e-5
2072756,2017-07-07,5.45e-5
2070818,2017-07-10,0.00129
2072200,2017-07-10,7.4e-5
2073870,2017-07-10,8.53e-5
2072658,2017-07-11,5e-5
2073943,2017-07-11,8.8e-5
2072749,2017-07-11,9.83e-5
2073912,2017-07-11,5.05e-5
2073982,2017-07-12,6.25e-4
2072236,2017-07-12,1.26e-4
2077013,2017-07-13,5.42e-4
2077012,2017-07-14,6.29e-5
2078199,2017-07-14,5e-5
2073909,2017-07-14,1.23e-4
2078202,2017-07-16,9.62e-5
2077011,2017-07-17,0.00161
2073869,2017-07-17,5e-5
2073942,2017-07-17,1.14e-4
2074150,2017-07-17,9.62e-4
2073973,2017-07-18,5.24e-5
2073974,2017-07-18,5e-5
2078194,2017-07-18,0.00428
2078190,2017-07-18,6.65e-4
2078193,2017-07-19,5.13e-5
2078192,2017-07-19,0.00393
2077000,2017-07-20,5e-5
2078182,2017-07-20,0.00473
2078191,2017-07-20,0.00715
2079714,2017-07-21,5.16e-5
2079713,2017-07-21,1.22e-4
2076999,2017-07-21,0.00116
2077001,2017-07-21,2.68e-4
2080684,2017-07-22,1.8e-4
2079723,2017-07-23,0.00119
2080709,2017-07-23,0.0013
2080796,2017-07-23,6.66e-4
2080683,2017-07-24,5.54e-5
2080820,2017-07-24,1.32e-4
2082779,2017-07-24,0.00119
2079726,2017-07-24,0.00106
2079716,2017-07-24,0.00101
2080716,2017-07-24,0.00128
2080784,2017-07-25,0.00144
2080692,2017-07-25,4.61e-4
2080771,2017-07-25,5e-5
2080790,2017-07-25,5.57e-4
2080777,2017-07-25,3.36e-4
2080816,2017-07-26,5.63e-5
2080783,2017-07-26,5e-5
2080674,2017-07-26,1.03e-4
2079718,2017-07-26,5e-5
2080686,2017-07-26,3.68e-4
2080687,2017-07-26,5e-5
2080722,2017-07-26,1.73e-4
2079715,2017-07-26,3.82e-4
2080819,2017-07-26,1.14
2080672,2017-07-26,5.57e-5
2080818,2017-07-26,6.74e-4
2080688,2017-07-26,0.00326
2079712,2017-07-26,0.00362
2080690,2017-07-26,1.03e-4
2080695,2017-07-26,0.00178
2080715,2017-07-26,2.96e-4
2080822,2017-07-26,0.0037
2080681,2017-07-26,5e-5
2080679,2017-07-26,8.68e-5
2080677,2017-07-26,5.94e-4
2080984,2017-07-27,7.82e-5
2080698,2017-07-27,2.71e-4
2080673,2017-07-27,5.97e-5
2080670,2017-07-27,5e-5
2079727,2017-07-27,6.71e-5
2080983,2017-07-27,5e-5
2080685,2017-07-27,3.7e-4
2080781,2017-07-27,8.34e-4
2080788,2017-07-27,6.3e-4
2080982,2017-07-27,3.96e-4
2080700,2017-07-27,5.06e-4
2082880,2017-07-27,5.66e-4
2080823,2017-07-27,5e-5
2080728,2017-07-27,0.00187
2080680,2017-07-27,4.38e-4
2080789,2017-07-27,8.33e-5
2080725,2017-07-27,0.00103
2079717,2017-07-28,9.33e-4
2093264,2017-07-28,9.43e-4
2080701,2017-07-28,9.38e-4
2080704,2017-07-28,7.07e-5
2080697,2017-07-28,5e-5
2080740,2017-07-28,1.33e-4
2080723,2017-07-28,1.32e-4
2080815,2017-07-28,5e-5
2080714,2017-07-28,3.6e-4
2080758,2017-07-28,0.00133
2080817,2017-07-28,0.00163
2082134,2017-07-28,0.00177
2080699,2017-07-28,6.1e-4
2082261,2017-07-28,5e-5
2082260,2017-07-28,1.85e-4
2082263,2017-07-28,5.8e-5
2080691,2017-07-28,8.4e-5
2082262,2017-07-28,0.0048
2080694,2017-07-29,3.93e-4
2080787,2017-07-30,1.99e-4
2080703,2017-07-30,8.53e-5
2080675,2017-07-30,5e-5
2080689,2017-07-30,5e-5
2080786,2017-07-30,5.06e-5
2083494,2017-07-30,6.42e-4
2080693,2017-07-30,5.58e-5
2080724,2017-07-30,5e-5
2080702,2017-07-30,5e-5
2083176,2017-07-31,1.06e-4
2080782,2017-07-31,6.84e-4
2080797,2017-07-31,6.47e-4
2080706,2017-07-31,6.63e-4
2082879,2017-07-31,5e-5
2080678,2017-07-31,1.24e-4
2080759,2017-07-31,0.00103
2080671,2017-07-31,5e-5
2080682,2017-07-31,7.81e-4
2080696,2017-07-31,1.67e-4
2083174,2017-07-31,5.19e-5
2080821,2017-07-31,6.95e-4
2083937,2017-07-31,5e-5
2083484,2017-07-31,1.73e-4
2083479,2017-07-31,3.53e-4
2080772,2017-08-01,0.00111
2083493,2017-08-01,1.07e-4
2083166,2017-08-01,3.4e-4
2083940,2017-08-01,9.06e-5
2083480,2017-08-01,9.38e-5
2082888,2017-08-01,0.00173
2083512,2017-08-01,5e-5
2080717,2017-08-01,2.81e-4
2083939,2017-08-01,1.02e-4
2083161,2017-08-01,0.00548
2093258,2017-08-01,6.75e-4
2083159,2017-08-01,2.37e-4
2083164,2017-08-01,1.04e-4
2083476,2017-08-02,9.73e-5
2082452,2017-08-02,1.97e-4
2083482,2017-08-02,6.85e-4
2083941,2017-08-02,5e-5
2083483,2017-08-02,7.01e-5
2083473,2017-08-02,0.0064
2088379,2017-08-02,0.00259
2088415,2017-08-02,1.14e-4
2083160,2017-08-02,8.42e-5
2083180,2017-08-02,7.06e-4
2083175,2017-08-02,1.57e-4
2083954,2017-08-02,0.00592
2083163,2017-08-02,0.00103
2083178,2017-08-02,1.35e-4
2083182,2017-08-02,5e-5
2082881,2017-08-02,5e-5
2083477,2017-08-02,5e-5
2083177,2017-08-02,0.0018
2083179,2017-08-02,5e-5
2083481,2017-08-02,8.47e-4
2086030,2017-08-02,5e-5
2083168,2017-08-02,5e-5
2083470,2017-08-03,5e-5
2088443,2017-08-03,1.25e-4
2083527,2017-08-03,0.00123
2083165,2017-08-03,5e-5
2083181,2017-08-03,3.86e-4
2083162,2017-08-03,5e-5
2083478,2017-08-03,0.00209
2083167,2017-08-03,4.79e-4
2086024,2017-08-03,5e-5
2089528,2017-08-03,5e-5
2088447,2017-08-03,5.03e-5
2083475,2017-08-03,4.25e-4
2083963,2017-08-04,5e-5
2083943,2017-08-04,0.00199
2083966,2017-08-04,2.88e-4
2083938,2017-08-04,6.86e-5
2088380,2017-08-04,7.93e-5
2083942,2017-08-04,5e-5
2088356,2017-08-04,1.14
2086038,2017-08-04,0.00206
2086074,2017-08-04,0.00204
2083965,2017-08-04,2.75e-4
2086081,2017-08-04,6.22e-4
2086029,2017-08-04,2.93e-4
2086028,2017-08-04,0.00134
2088455,2017-08-05,7.96e-4
2086057,2017-08-06,4.63e-4
2083969,2017-08-07,1.81e-4
2088423,2017-08-07,4.2e-4
2089537,2017-08-07,0.00156
2087778,2017-08-07,6.52e-4
2088390,2017-08-08,7.74e-4
2088383,2017-08-08,9.6e-5
2088451,2017-08-08,8.87e-5
2088446,2017-08-08,5.41e-5
2086080,2017-08-08,5.3e-4
2088393,2017-08-08,1.02e-4
2088453,2017-08-08,5e-5
2086027,2017-08-08,5.73e-5
2088401,2017-08-08,5e-5
2086066,2017-08-09,0.00143
2086025,2017-08-09,8.21e-5
2088403,2017-08-09,2.21e-4
2086082,2017-08-09,0.0049
2086068,2017-08-09,2.35e-4
2086031,2017-08-09,0.0076
2086026,2017-08-09,2.18e-4
2089532,2017-08-09,0.00552
2088371,2017-08-09,7.57e-5
2086067,2017-08-09,0.00147
2089529,2017-08-09,5.05e-5
2086023,2017-08-09,0.00109
2089424,2017-08-09,7.26e-5
2088373,2017-08-09,5e-5
2088442,2017-08-10,0.00178
2088378,2017-08-10,1.27e-4
2088386,2017-08-10,5e-5
2089419,2017-08-10,3.28e-4
2088362,2017-08-10,9.04e-4
2088404,2017-08-10,5e-5
2088419,2017-08-10,6.43e-4
2089446,2017-08-10,5e-5
2088444,2017-08-10,5e-5
2088382,2017-08-10,5.03e-5
2088389,2017-08-10,5e-5
2089449,2017-08-11,1.78e-4
2088427,2017-08-11,5e-5
2088448,2017-08-11,5e-5
2089533,2017-08-11,5e-5
2088409,2017-08-11,5e-5
2088450,2017-08-11,5e-5
2088357,2017-08-13,5e-5
2088456,2017-08-13,5e-5
2089530,2017-08-14,6.18e-5
2089531,2017-08-14,1.13e-4
2088369,2017-08-14,1.3e-4
2089536,2017-08-14,0.00552
2088372,2017-08-14,0.00103
2088417,2017-08-14,5e-5
2088377,2017-08-14,5e-5
2088420,2017-08-14,5.73e-5
2088460,2017-08-15,5.12e-5
2088363,2017-08-15,7.78e-4
2088370,2017-08-15,5e-5
2089447,2017-08-15,0.00168
2091385,2017-08-15,0.00266
2093270,2017-08-15,0.00366
2088424,2017-08-16,5e-5
2088375,2017-08-16,1.55e-4
2089425,2017-08-16,2.13e-4
2089450,2017-08-16,7.36e-5
2089423,2017-08-16,5e-5
2088412,2017-08-16,5.47e-4
2088454,2017-08-16,0.00162
2088381,2017-08-16,1.07e-4
2089410,2017-08-16,0.00132
2093176,2017-08-16,1e-4
2089422,2017-08-16,5.59e-5
2091383,2017-08-17,5.05e-5
2091384,2017-08-17,0.00138
2093199,2017-08-17,7.03e-5
2093172,2017-08-17,0.00255
2093201,2017-08-17,0.00118
2093202,2017-08-17,5e-5
2093190,2017-08-17,6.67e-5
2093178,2017-08-17,0.00116
2093267,2017-08-18,0.00307
2091359,2017-08-18,7.08e-5
2093256,2017-08-18,7.6e-4
2093180,2017-08-18,2.45e-4
2093189,2017-08-21,0.0013
2093203,2017-08-21,0.00219
2093164,2017-08-21,5.39e-5
2096424,2017-08-21,6.04e-5
2093179,2017-08-22,7.78e-5
2093265,2017-08-22,0.00285
2093257,2017-08-22,1.13e-4
2093195,2017-08-22,0.0955
2096433,2017-08-22,0.00132
2093271,2017-08-22,5e-5
2093163,2017-08-23,0.001
2093177,2017-08-23,0.00124
2095061,2017-08-23,7.96e-4
2094799,2017-08-23,5e-5
2094666,2017-08-24,2.51e-4
2096324,2017-08-24,5.78e-5
2096382,2017-08-24,9.19e-4
2093191,2017-08-24,7.02e-5
2096414,2017-08-24,5e-5
2101140,2017-08-24,5e-5
2096380,2017-08-24,5.22e-5
2094621,2017-08-25,5e-5
2094789,2017-08-25,5e-5
2096423,2017-08-25,6.33e-5
2096365,2017-08-25,9.44e-4
2095055,2017-08-25,8.36e-4
2095067,2017-08-25,3.4e-4
2095070,2017-08-27,5e-5
2094727,2017-08-27,3.76e-4
2094675,2017-08-27,6.28e-5
2094777,2017-08-27,9.58e-4
2094625,2017-08-28,1.33e-4
2094798,2017-08-28,3.58e-4
2101051,2017-08-28,1.29e-4
2096425,2017-08-28,5e-5
2094788,2017-08-28,7.54e-5
2094793,2017-08-28,2.42e-4
2096323,2017-08-28,5e-5
2096428,2017-08-28,0.00139
2096322,2017-08-28,7.7e-4
2094685,2017-08-28,5e-5
2099022,2017-08-28,0.00335
2097394,2017-08-28,0.00272
2096325,2017-08-28,9.84e-4
2096345,2017-08-29,0.00803
2097439,2017-08-29,0.00128
2099027,2017-08-29,5e-5
2099033,2017-08-29,8.43e-5
2101049,2017-08-29,0.00225
2096375,2017-08-29,0.00331
2096326,2017-08-30,7.79e-5
2099055,2017-08-30,2.44e-4
2099039,2017-08-30,6.12e-4
2099002,2017-08-30,5e-5
2097411,2017-08-31,0.0207
2096378,2017-08-31,5.16e-4
2098968,2017-08-31,5e-5
2098958,2017-08-31,0.00287
2101141,2017-08-31,0.00601
2101024,2017-08-31,0.00178
2099030,2017-08-31,2.15e-4
2108757,2017-08-31,1.05e-4
2097393,2017-08-31,0.00128
2099028,2017-08-31,0.00188
2098990,2017-08-31,0.00132
2097389,2017-08-31,0.00146
2098938,2017-08-31,7.75e-5
2101048,2017-09-01,5e-5
2101144,2017-09-01,5e-5
2098954,2017-09-01,0.00418
2098916,2017-09-01,2.12e-4
2097403,2017-09-01,0.0056
2101092,2017-09-01,3.22e-4
2101050,2017-09-01,2.66e-4
2101185,2017-09-03,5e-5
2101484,2017-09-04,6.03e-5
2101041,2017-09-04,9.36e-4
2098955,2017-09-04,0.00264
2099044,2017-09-05,0.00137
2098024,2017-09-05,1.01e-4
2098953,2017-09-05,0.00126
2101192,2017-09-05,0.00476
2099024,2017-09-06,5e-5
2098585,2017-09-06,3.26e-4
2098957,2017-09-06,1.54e-4
2101193,2017-09-06,9.85e-5
2099042,2017-09-06,0.0018
2101119,2017-09-06,0.00123
2099023,2017-09-06,1.21e-4
2101204,2017-09-06,0.00141
2101161,2017-09-06,6.66e-5
2101174,2017-09-07,0.00113
2101485,2017-09-07,5e-5
2099296,2017-09-07,9.4e-4
2101183,2017-09-08,0.00126
2102589,2017-09-08,0.00772
2101194,2017-09-08,0.00228
2104130,2017-09-08,7.02e-4
2102587,2017-09-08,5e-5
2104116,2017-09-10,5.19e-5
2101184,2017-09-11,5e-5
2101492,2017-09-12,5e-5
2104097,2017-09-12,7.89e-5
2104100,2017-09-12,3.76e-4
2101182,2017-09-12,5e-5
2104104,2017-09-12,7.11e-5
2104103,2017-09-12,4.23e-4
2104118,2017-09-12,8.07e-4
2104117,2017-09-13,2.97e-4
2102588,2017-09-13,5e-5
2109790,2017-09-13,2.17e-4
2104094,2017-09-13,0.00279
2104127,2017-09-13,5.63e-5
2104093,2017-09-13,4.04e-4
2104092,2017-09-13,5.84e-4
2104091,2017-09-13,5e-5
2104099,2017-09-14,8.31e-4
2109754,2017-09-14,5e-5
2109760,2017-09-14,5e-5
2104102,2017-09-14,0.00104
2104106,2017-09-14,0.00139
2104153,2017-09-14,0.00492
2104107,2017-09-14,2.07e-4
2106281,2017-09-14,5.72e-5
2109650,2017-09-14,5e-5
2104126,2017-09-14,8.57e-5
2104105,2017-09-14,5e-5
2104101,2017-09-14,5e-5
2104119,2017-09-14,5e-5
2106220,2017-09-15,2.69e-4
2104095,2017-09-15,5e-5
2104096,2017-09-15,2.26e-4
2106219,2017-09-15,0.00208
2109747,2017-09-15,5e-5
2106245,2017-09-15,4.18e-4
2109651,2017-09-15,5e-5
2108707,2017-09-15,3.91e-4
2106221,2017-09-15,4.69e-4
2109705,2017-09-15,0.0411
2109738,2017-09-15,1.93e-4
2106263,2017-09-15,0.0015
2106310,2017-09-15,5e-5
2109652,2017-09-16,5e-5
2106294,2017-09-17,1.5e-4
2106296,2017-09-17,5.74e-5
2106278,2017-09-17,5e-5
2104098,2017-09-18,3.25e-4
2108603,2017-09-18,5e-5
2108611,2017-09-18,0.0182
2108668,2017-09-18,2.82e-4
2106290,2017-09-18,5e-5
2109704,2017-09-18,1.69e-4
2106287,2017-09-18,8.13e-4
2106273,2017-09-18,5e-5
2106216,2017-09-18,0.00198
2108311,2017-09-18,5.88e-5
2106266,2017-09-18,8.07e-5
2106258,2017-09-18,5e-5
2106268,2017-09-18,9.79e-4
2108703,2017-09-18,5.61e-5
2109667,2017-09-18,5e-5
2108667,2017-09-18,9.65e-4
2109755,2017-09-18,7.48e-5
2108530,2017-09-18,5e-5
2106218,2017-09-19,7.09e-4
2108755,2017-09-19,0.00113
2109662,2017-09-19,8.63e-5
2106238,2017-09-19,5.19e-5
2108618,2017-09-19,0.00154
2109653,2017-09-19,5e-5
2108665,2017-09-19,0.00127
2108758,2017-09-19,1.9e-4
2108293,2017-09-19,1.02e-4
2106204,2017-09-19,5e-5
2108624,2017-09-19,0.00127
2108519,2017-09-19,2.77e-4
2108700,2017-09-19,5e-5
2108517,2017-09-20,2.15e-4
2108231,2017-09-20,4.65e-4
2108625,2017-09-20,1.09e-4
2108299,2017-09-20,1.06e-4
2109783,2017-09-20,5e-5
2108225,2017-09-20,0.00236
2109756,2017-09-20,0.00212
2108604,2017-09-20,5e-5
2108397,2017-09-20,2.99e-4
2108302,2017-09-20,6.84e-5
2109788,2017-09-21,1.35e-4
2108702,2017-09-21,0.00298
2109787,2017-09-21,0.0018600000000000001
2111828,2017-09-21,0.00117
2109649,2017-09-21,0.00138
2109786,2017-09-21,1.56e-4
2109759,2017-09-21,0.00137
2108294,2017-09-21,5e-5
2109761,2017-09-22,5e-5
2108310,2017-09-22,1.49e-4
2108232,2017-09-22,0.00101
2108577,2017-09-22,5e-5
2108537,2017-09-22,1.13e-4
2108226,2017-09-22,0.00207
2108617,2017-09-22,1.23e-4
2109712,2017-09-22,5.58e-5
2109683,2017-09-22,0.00207
2108622,2017-09-22,0.00127
2108619,2017-09-22,5e-5
2108529,2017-09-22,0.00153
2109648,2017-09-24,0.00221
2109707,2017-09-24,3.05e-4
2109789,2017-09-24,6.87e-5
2109663,2017-09-24,5.57e-5
2108518,2017-09-25,6.76e-5
2109708,2017-09-25,9.11e-5
2108544,2017-09-25,0.00634
2108646,2017-09-25,5e-5
2108227,2017-09-25,5.56e-5
2108701,2017-09-25,2.15e-4
2108230,2017-09-25,0.00125
2108309,2017-09-25,7.09e-5
2108644,2017-09-25,7.46e-5
2108233,2017-09-25,0.0476
2109654,2017-09-25,5e-5
2108756,2017-09-25,5e-5
2108666,2017-09-26,2.08e-4
2108620,2017-09-26,6.15e-5
2108552,2017-09-26,5e-5
2109689,2017-09-26,9.6e-5
2108559,2017-09-27,0.00124
2111340,2017-09-27,5e-5
2111327,2017-09-27,6.19e-5
2113586,2017-09-27,0.00272
2109758,2017-09-27,5e-5
2111303,2017-09-27,0.00111
2111192,2017-09-28,6.41e-5
2112955,2017-09-28,0.00116
2111830,2017-09-28,0.00191
2109706,2017-09-28,5e-5
2111827,2017-09-28,5.01e-4
2111845,2017-09-28,0.00405
2121607,2017-09-28,1.22e-4
2111826,2017-09-28,0.00108
2113585,2017-09-28,5e-5
2111339,2017-09-28,0.0118
2121588,2017-09-29,5e-5
2111865,2017-09-29,0.00461
2112956,2017-09-29,5.92e-5
2113584,2017-09-29,0.00284
2114615,2017-09-29,1.29e-4
2111873,2017-09-30,6.65e-5
2121614,2017-10-01,0.00388
2111829,2017-10-01,6.47e-4
2111825,2017-10-02,0.00252
2121618,2017-10-02,0.00107
2111835,2017-10-02,4.13e-4
2121616,2017-10-03,6.54e-5
2114644,2017-10-03,8.41e-5
2114657,2017-10-03,0.00225
2119087,2017-10-03,0.00167
2119066,2017-10-03,6.04e-5
2113583,2017-10-03,0.00117
2114612,2017-10-03,4.3e-4
2116700,2017-10-03,5e-5
2114646,2017-10-04,2.21e-4
2112954,2017-10-04,1.53e-4
2116692,2017-10-04,0.00282
2119068,2017-10-04,8.08e-5
2116550,2017-10-05,2.3e-4
2119062,2017-10-06,4.02e-4
2116694,2017-10-06,0.00197
2116679,2017-10-06,8.34e-4
2116670,2017-10-06,5e-5
2116698,2017-10-06,2.35e-4
2114637,2017-10-06,1.33e-4
2122151,2017-10-08,7.06e-5
2116680,2017-10-09,0.0018
2116687,2017-10-09,0.00146
2117831,2017-10-09,1.8e-4
2114641,2017-10-09,0.00134
2114654,2017-10-10,0.0128
2117836,2017-10-10,0.00327
2114634,2017-10-10,0.00285
2117764,2017-10-10,6.69e-5
2116702,2017-10-10,5e-5
2119065,2017-10-10,2.69e-4
2119067,2017-10-10,0.00209
2119064,2017-10-10,5e-5
2119054,2017-10-10,2.21e-4
2117837,2017-10-10,4.4e-4
2122776,2017-10-10,6.95e-5
2117827,2017-10-11,9.01e-5
2116678,2017-10-11,0.00339
2117833,2017-10-12,1.14e-4
2121615,2017-10-12,0.00237
2122741,2017-10-12,5e-5
2117726,2017-10-12,1.19e-4
2117830,2017-10-12,1.58e-4
2117770,2017-10-13,2.59e-4
2117842,2017-10-13,6.13e-5
2117843,2017-10-13,0.0317
2117832,2017-10-13,5e-5
2117753,2017-10-13,5e-5
2117838,2017-10-15,5e-5
2117826,2017-10-15,9.14e-5
2117828,2017-10-15,0.00209
2117834,2017-10-16,0.00409
2121619,2017-10-16,5e-5
2123806,2017-10-16,8.76e-4
2117790,2017-10-16,2.57e-4
2117829,2017-10-16,3.07e-4
2117771,2017-10-16,2.92e-4
2117835,2017-10-16,1.45e-4
2122694,2017-10-16,5e-5
2123829,2017-10-16,4.34e-4
2122757,2017-10-16,5e-5
2123801,2017-10-16,5.55e-5
2123805,2017-10-17,5.12e-5
2121589,2017-10-17,5e-5
2121584,2017-10-17,9.84e-4
2123830,2017-10-17,5e-5
2123828,2017-10-17,5.99e-5
2122729,2017-10-17,5e-5
2121617,2017-10-17,0.00127
2121585,2017-10-17,5e-5
2123803,2017-10-17,0.00129
2122772,2017-10-18,0.00125
2121598,2017-10-18,0.00104
2123810,2017-10-18,0.00151
2122750,2017-10-18,0.00218
2123824,2017-10-18,6.84e-5
2128779,2017-10-18,1.06e-4
2123802,2017-10-18,7.07e-4
2119176,2017-10-19,1.84e-4
2122759,2017-10-19,2.08e-4
2122155,2017-10-19,5e-5
2122153,2017-10-19,5e-5
2122775,2017-10-19,9.36e-4
2123809,2017-10-19,1.82e-4
2123790,2017-10-20,5e-5
2122762,2017-10-20,8.11e-5
2123808,2017-10-20,0.00878
2123827,2017-10-20,5e-5
2122721,2017-10-20,5.54e-4
2123804,2017-10-20,1.14e-4
2123826,2017-10-20,7.87e-4
2122144,2017-10-20,7.73e-4
2122154,2017-10-22,5.28e-5
2122150,2017-10-23,6.11e-5
2122758,2017-10-23,5e-5
2123792,2017-10-23,6.34e-4
2122752,2017-10-23,5e-5
2122711,2017-10-24,1.11e-4
2128208,2017-10-24,2.43e-4
2122756,2017-10-24,5e-5
2134178,2017-10-25,6.96e-4
2128778,2017-10-25,5e-5
2128210,2017-10-25,0.00537
2128781,2017-10-25,4.11e-4
2123791,2017-10-25,0.00156
2130154,2017-10-26,8.35e-4
2128777,2017-10-26,9.59e-5
2128780,2017-10-26,8.15e-4
2128846,2017-10-26,5.37e-5
2128567,2017-10-26,8.75e-5
2128581,2017-10-27,2.24e-4
2128209,2017-10-27,5.16e-5
2128226,2017-10-27,0.0025
2128261,2017-10-27,5e-5
2128566,2017-10-29,5.12e-4
2128200,2017-10-30,2.79e-4
2128278,2017-10-30,5e-5
2128699,2017-10-30,5.71e-5
2128204,2017-10-30,0.00135
2129025,2017-10-30,5e-5
2128366,2017-10-31,1.06e-4
2128372,2017-10-31,0.00383
2130132,2017-10-31,0.0296
2128205,2017-10-31,0.00103
2128582,2017-10-31,5e-5
2128368,2017-10-31,0.00221
2128371,2017-10-31,0.00182
2128782,2017-11-01,3.47e-4
2128568,2017-11-01,0.00118
2128697,2017-11-01,0.00432
2147683,2017-11-01,2.73e-4
2128580,2017-11-01,5e-5
2130163,2017-11-01,2.61e-4
2128330,2017-11-01,7.53e-5
2128269,2017-11-01,1.04e-4
2130118,2017-11-01,0.00899
2136000,2017-11-01,0.00498
2128346,2017-11-01,0.00166
2128576,2017-11-01,1.66e-4
2128696,2017-11-02,5.45e-5
2130117,2017-11-02,1.8e-4
2130121,2017-11-02,8.84e-4
2130160,2017-11-02,8.48e-4
2128864,2017-11-02,0.00149
2128579,2017-11-02,2.73e-4
2128370,2017-11-03,0.00154
2128369,2017-11-03,0.00231
2128378,2017-11-03,8.47e-4
2130119,2017-11-03,0.00181
2128565,2017-11-03,7.16e-5
2130676,2017-11-04,0.00381
2132198,2017-11-05,5e-5
2132209,2017-11-05,1.18e-4
2128379,2017-11-06,7.87e-4
2132217,2017-11-06,5.22e-5
2130155,2017-11-06,5e-5
2128564,2017-11-06,5e-5
2132098,2017-11-07,0.00117
2130109,2017-11-07,6.8e-4
2132119,2017-11-07,2.42e-4
2130156,2017-11-07,6.57e-5
2130131,2017-11-07,5e-5
2130122,2017-11-07,0.0016
2132226,2017-11-07,9.78e-4
2132064,2017-11-07,5.19e-5
2132121,2017-11-07,7.89e-4
2132363,2017-11-07,5.23e-5
2132225,2017-11-08,5e-5
2134175,2017-11-08,1.67e-4
2132111,2017-11-08,0.00131
2132211,2017-11-08,0.00152
2132199,2017-11-08,5e-5
2134177,2017-11-09,7.88e-5
2134181,2017-11-09,5e-5
2132112,2017-11-09,0.00143
2132221,2017-11-09,6.63e-4
2132120,2017-11-09,5.68e-5
2132220,2017-11-09,5.63e-5
2132210,2017-11-10,0.00125
2130674,2017-11-12,0.00149
2132208,2017-11-13,0.0011
2134150,2017-11-13,5.4e-4
2147668,2017-11-13,9.53e-4
2135991,2017-11-14,5e-5
2135994,2017-11-14,5e-5
2135993,2017-11-14,1.38e-4
2135988,2017-11-14,0.00462
2135999,2017-11-14,0.00172
2139530,2017-11-14,5e-5
2135992,2017-11-15,5e-5
2134179,2017-11-15,0.00223
2134180,2017-11-15,5.36e-5
2135996,2017-11-15,5e-5
2147682,2017-11-15,0.00119
2135989,2017-11-15,5e-5
2136001,2017-11-16,0.00111
2137175,2017-11-16,5e-5
2136002,2017-11-17,5e-5
2137174,2017-11-17,2.69e-4
2135998,2017-11-19,1.46e-4
2135990,2017-11-19,9.23e-4
2137173,2017-11-20,0.00179
2135995,2017-11-20,8.26e-4
2136003,2017-11-20,0.0032
2139685,2017-11-21,2.46e-4
2137171,2017-11-21,0.00188
2143159,2017-11-21,7.36e-5
2135997,2017-11-21,0.00171
2137170,2017-11-21,5e-5
2138634,2017-11-21,0.00408
2137172,2017-11-21,6.5e-5
2138872,2017-11-22,8.43e-5
2143126,2017-11-22,0.00241
2138636,2017-11-22,0.0016
2143136,2017-11-23,0.00311
2139686,2017-11-23,5e-5
2138873,2017-11-24,5.42e-4
2143226,2017-11-27,5e-5
2139639,2017-11-27,0.0026
2138874,2017-11-27,5e-5
2138635,2017-11-27,5e-5
2143127,2017-11-27,7.4e-4
2143225,2017-11-28,5e-5
2143129,2017-11-28,4.58e-4
2141577,2017-11-28,6.08e-5
2141578,2017-11-29,0.00196
2143230,2017-11-29,4.28e-4
2143160,2017-11-30,0.0017
2143221,2017-11-30,3.18e-4
2143224,2017-11-30,0.00429
2143220,2017-11-30,2.23e-4
2141638,2017-11-30,6.46e-5
2143231,2017-11-30,1.07e-4
2143162,2017-12-01,5e-5
2143229,2017-12-03,2.31e-4
2143128,2017-12-04,0.00498
2143917,2017-12-04,3.47e-4
2143165,2017-12-04,2.24e-4
2143227,2017-12-04,5e-5
2143137,2017-12-05,5.61e-5
2143163,2017-12-05,9.89e-4
2143164,2017-12-05,0.00448
2141639,2017-12-05,5e-5
