sample_number,sample_date,lead_amount_ppm
1642643,2014-09-11,5e-5
1642620,2014-09-11,1.01e-4
1642582,2014-09-11,6.76e-5
1642790,2014-09-11,9.01e-5
1641898,2014-09-11,6.85e-4
1642800,2014-09-11,1.45e-4
1638542,2014-09-11,1.71e-4
1642652,2014-09-11,5e-5
1642651,2014-09-11,0.00213
1642644,2014-09-11,5e-5
1641298,2014-09-12,0.00209
1642811,2014-09-12,0.0011
1642642,2014-09-12,6.16e-4
1642614,2014-09-12,0.00139
1639186,2014-09-12,0.00173
1641309,2014-09-12,0.0132
1642615,2014-09-12,5e-5
1642617,2014-09-12,5.47e-5
1639243,2014-09-12,0.00188
1641189,2014-09-12,1.13e-4
1641205,2014-09-12,5e-5
1641212,2014-09-12,0.007
1642645,2014-09-12,7.33e-5
1641909,2014-09-12,0.00129
1642654,2014-09-14,0.00158
1641940,2014-09-14,0.00242
1641937,2014-09-14,5e-5
1641919,2014-09-14,1.33e-4
1642622,2014-09-14,2.17e-4
1641250,2014-09-14,6.56e-5
1642804,2014-09-15,0.00392
1641923,2014-09-15,5.15e-5
1642583,2014-09-15,0.0103
1642640,2014-09-15,2.67e-4
1642802,2014-09-15,8.62e-4
1645505,2014-09-15,6.69e-5
1645104,2014-09-15,5e-5
1641932,2014-09-15,0.00351
1641950,2014-09-15,0.00213
1644482,2014-09-15,1.12e-4
1640529,2014-09-16,9.19e-5
1642801,2014-09-16,1.76e-4
1642807,2014-09-16,5e-5
1642641,2014-09-16,4.49e-4
1644457,2014-09-16,5.13e-4
1644440,2014-09-16,0.00157
1642809,2014-09-16,5.41e-4
1644361,2014-09-16,1.99e-4
1645127,2014-09-16,0.00282
1642646,2014-09-17,0.00398
1642649,2014-09-17,0.00382
1645162,2014-09-17,7.45e-5
1645500,2014-09-17,9.48e-5
1645139,2014-09-17,0.0109
1645504,2014-09-17,5e-5
1644451,2014-09-17,4.17e-4
1642806,2014-09-17,0.00093000000000000005
1644409,2014-09-17,5e-5
1645160,2014-09-18,7.68e-5
1645156,2014-09-18,6.74e-5
1644441,2014-09-18,5e-5
1644359,2014-09-18,1.08e-4
1646556,2014-09-18,1.37e-4
1644443,2014-09-18,0.00523
1645073,2014-09-18,5.57e-4
1645502,2014-09-18,0.00154
1645508,2014-09-19,1.42e-4
1644378,2014-09-19,6.8e-5
1645506,2014-09-19,0.00282
1645503,2014-09-19,6.31e-4
1644453,2014-09-19,1.54e-4
1642653,2014-09-19,6.96e-4
1646501,2014-09-19,0.00133
1646576,2014-09-19,0.00159
1645507,2014-09-19,7.7e-5
1645161,2014-09-20,0.0183
1645501,2014-09-22,5e-5
1645189,2014-09-22,8.48e-5
1644446,2014-09-22,9.66e-4
1648777,2014-09-22,5e-5
1645072,2014-09-22,0.00171
1648697,2014-09-22,0.00238
1645158,2014-09-23,2.12e-4
1646522,2014-09-23,0.0293
1646538,2014-09-23,0.00114
1649773,2014-09-23,0.00984
1646535,2014-09-24,4.12e-4
1648801,2014-09-24,0.0519
1649786,2014-09-24,0.0023
1648696,2014-09-24,0.00113
1648547,2014-09-24,0.0109
1645142,2014-09-24,2.21e-4
1651386,2014-09-24,0.00464
1649057,2014-09-24,7.97e-5
1648521,2014-09-25,6.15e-4
1648684,2014-09-25,1.52e-4
1648736,2014-09-25,1.04e-4
1646533,2014-09-25,0.00177
1648765,2014-09-25,0.0047
1649776,2014-09-25,0.00182
1648560,2014-09-25,8.46e-5
1646572,2014-09-25,2.9e-4
1648687,2014-09-25,1.67e-4
1652855,2014-09-25,0.00353
1649805,2014-09-25,0.0189
1649766,2014-09-25,1.05e-4
1649158,2014-09-25,4.68e-4
1649804,2014-09-25,2.23e-4
1649153,2014-09-25,1.59e-4
1649788,2014-09-26,0.00219
1648781,2014-09-26,7.29e-5
1651993,2014-09-26,1.8e-4
1649820,2014-09-26,2.44e-4
1648685,2014-09-26,0.00187
1648688,2014-09-28,0.00163
1652889,2014-09-28,5e-5
1648776,2014-09-28,9.58e-5
1648775,2014-09-29,1.52e-4
1649802,2014-09-29,1.32e-4
1648698,2014-09-29,7.29e-4
1651435,2014-09-29,0.00236
1652063,2014-09-29,6.56e-5
1649043,2014-09-29,5e-5
1649789,2014-09-29,0.00176
1649065,2014-09-29,2.07e-4
1651382,2014-09-29,0.00492
1651378,2014-09-29,0.00243
1649787,2014-09-30,0.00107
1649772,2014-09-30,2.13e-4
1649790,2014-09-30,0.00277
1649764,2014-09-30,5.24e-5
1649765,2014-09-30,2.7e-4
1651368,2014-09-30,7.81e-5
1651379,2014-09-30,0.00114
1652026,2014-09-30,7.66e-4
1649816,2014-09-30,0.00115
1651383,2014-10-01,0.00359
1649791,2014-10-01,5e-5
1652888,2014-10-01,8.73e-5
1649817,2014-10-01,9.36e-5
1652064,2014-10-01,1.01e-4
1651446,2014-10-01,0.0036
1651326,2014-10-01,0.00136
1652852,2014-10-01,2.14e-4
1651444,2014-10-01,7.87e-4
1651991,2014-10-01,5e-5
1652999,2014-10-02,0.0985
1649821,2014-10-02,2.44e-4
1652892,2014-10-02,6.15e-5
1653006,2014-10-02,7.74e-5
1652066,2014-10-02,5e-5
1651990,2014-10-02,0.00166
1652067,2014-10-02,1.5e-4
1651657,2014-10-02,1.69e-4
1652853,2014-10-02,1.74e-4
1653013,2014-10-02,5e-5
1651325,2014-10-02,7.9e-4
1653194,2014-10-02,5e-5
1651387,2014-10-02,5e-5
1651399,2014-10-03,0.0249
1651447,2014-10-03,0.00189
1653202,2014-10-03,3.38e-4
1653007,2014-10-03,1.22e-4
1652851,2014-10-03,1.26e-4
1651448,2014-10-05,5e-5
1651354,2014-10-06,7.74e-5
1651445,2014-10-06,0.00197
1653002,2014-10-06,0.00202
1653003,2014-10-06,0.00207
1653070,2014-10-06,5.33e-4
1653012,2014-10-06,1.08e-4
1651992,2014-10-06,5.24e-4
1656083,2014-10-06,6.14e-4
1652854,2014-10-06,0.00224
1651660,2014-10-07,1.12e-4
1656041,2014-10-07,1.22e-4
1651433,2014-10-07,8.55e-5
1653065,2014-10-07,4.78e-4
1653055,2014-10-07,0.0018
1656117,2014-10-07,0.00217
1653009,2014-10-07,0.00243
1653005,2014-10-08,5e-5
1653190,2014-10-08,0.00522
1656062,2014-10-08,3.57e-4
1656082,2014-10-08,0.00185
1656093,2014-10-08,3.86e-4
1656119,2014-10-08,0.00265
1653061,2014-10-08,0.00104
1656042,2014-10-09,5e-5
1655420,2014-10-09,0.00203
1656040,2014-10-09,3.25e-4
1656097,2014-10-09,5e-5
1656114,2014-10-09,5e-5
1652065,2014-10-09,5.59e-5
1656111,2014-10-10,5e-5
1656046,2014-10-10,7.19e-4
1653201,2014-10-10,1.73e-4
1662956,2014-10-10,0.0341
1662808,2014-10-10,2.07e-4
1663074,2014-10-10,2.86e-4
1658014,2014-10-13,0.00458
1656045,2014-10-13,0.00988
1656059,2014-10-13,1.04e-4
1656087,2014-10-14,0.0116
1656116,2014-10-14,5e-5
1656113,2014-10-14,0.00466
1663058,2014-10-14,3.38e-4
1656115,2014-10-14,5e-5
1656096,2014-10-14,3.78e-4
1657889,2014-10-14,0.00141
1657877,2014-10-14,5e-5
1656061,2014-10-15,3.64e-4
1656102,2014-10-15,1.01e-4
1658644,2014-10-15,1.46e-4
1660694,2014-10-15,6.07e-5
1658646,2014-10-15,5e-5
1656112,2014-10-16,5.5e-5
1660713,2014-10-16,5.6e-5
1656118,2014-10-16,5e-5
1666424,2014-10-16,7.77e-4
1658645,2014-10-16,3.19e-4
1657852,2014-10-16,5e-5
1657890,2014-10-16,0.0131
1657857,2014-10-16,8.13e-5
1658640,2014-10-16,0.0221
1657834,2014-10-17,5e-5
1658000,2014-10-17,0.00595
1656063,2014-10-17,0.00258
1657896,2014-10-17,0.0046
1662073,2014-10-17,5e-5
1662036,2014-10-17,0.00478
1657922,2014-10-17,9.95e-5
1657835,2014-10-19,5e-5
1657902,2014-10-19,8.28e-5
1662068,2014-10-19,0.00169
1657937,2014-10-19,6.71e-4
1657923,2014-10-19,5e-5
1657995,2014-10-20,7.43e-4
1663009,2014-10-20,9.73e-5
1657879,2014-10-20,9.86e-4
1658011,2014-10-20,0.00102
1662041,2014-10-20,7.86e-5
1660704,2014-10-20,6.89e-5
1662577,2014-10-21,1.41e-4
1660962,2014-10-21,0.00699
1667474,2014-10-21,0.01
1658643,2014-10-21,7.05e-4
1662809,2014-10-21,0.00376
1662561,2014-10-22,1.86e-4
1660707,2014-10-22,0.00182
1667496,2014-10-22,5e-5
1662957,2014-10-22,5e-5
1662955,2014-10-22,5e-5
1662562,2014-10-22,6.48e-4
1662576,2014-10-23,1.52e-4
1667515,2014-10-23,2.13e-4
1662736,2014-10-24,8.07e-5
1667509,2014-10-24,0.00609
1667508,2014-10-24,0.00131
1662448,2014-10-24,2.13e-4
1662578,2014-10-24,0.00125
1667507,2014-10-24,0.00203
1662806,2014-10-26,4.66e-4
1662986,2014-10-26,6.88e-5
1662807,2014-10-27,1.11e-4
1667493,2014-10-27,6.07e-5
1662720,2014-10-27,4.88e-4
1667494,2014-10-27,0.00155
1667486,2014-10-27,1.52e-4
1662805,2014-10-27,5e-5
1662709,2014-10-27,0.00587
1662563,2014-10-27,9.33e-5
1667539,2014-10-27,0.00223
1662954,2014-10-27,5e-5
1667510,2014-10-28,6.49e-5
1667504,2014-10-28,7.66e-4
1662735,2014-10-28,5e-5
1666610,2014-10-28,8.14e-4
1666380,2014-10-28,4.09e-4
1666597,2014-10-28,2e-4
1667436,2014-10-29,1.18e-4
1666074,2014-10-29,0.00437
1666601,2014-10-29,0.00177
1667505,2014-10-29,0.00206
1666390,2014-10-29,2.93e-4
1666051,2014-10-29,2.03e-4
1667435,2014-10-29,1.31e-4
1662030,2014-10-29,0.00113
1662455,2014-10-29,3.23e-4
1666400,2014-10-29,5e-5
1666564,2014-10-29,5e-5
1666574,2014-10-29,5e-5
1662674,2014-10-30,1.7e-4
1666095,2014-10-30,5e-5
1667545,2014-10-30,8.92e-5
1665868,2014-10-30,0.00592
1663037,2014-10-30,7.61e-5
1666050,2014-10-30,5e-5
1666088,2014-10-31,1.75e-4
1667538,2014-10-31,0.00111
1666565,2014-10-31,5e-5
1674069,2014-11-01,4.64e-4
1665919,2014-11-02,0.00142
1667506,2014-11-03,7.96e-5
1666056,2014-11-03,0.00391
1672518,2014-11-04,7.32e-5
1670537,2014-11-04,5.94e-5
1666081,2014-11-04,0.00102
1666543,2014-11-04,9.44e-4
1665874,2014-11-04,9.57e-4
1670550,2014-11-04,5e-5
1667457,2014-11-04,0.00195
1670553,2014-11-05,5e-5
1670512,2014-11-05,5e-5
1667443,2014-11-05,9.57e-4
1672491,2014-11-05,0.00791
1670562,2014-11-05,1.88e-4
1667503,2014-11-05,2.57e-4
1670560,2014-11-05,0.00111
1671315,2014-11-05,0.00164
1670564,2014-11-05,0.00934
1672514,2014-11-06,2.84e-4
1671316,2014-11-06,7.47e-4
1670561,2014-11-06,6.19e-4
1672521,2014-11-06,0.00302
1670568,2014-11-06,4.36e-4
1672474,2014-11-07,1.72e-4
1670583,2014-11-07,3.25e-4
1670555,2014-11-07,0.0014
1671298,2014-11-07,3.75e-4
1670565,2014-11-07,5.14e-5
1672553,2014-11-07,4.87e-4
1670554,2014-11-08,5e-5
1670546,2014-11-09,5e-5
1671317,2014-11-10,5.52e-5
1670557,2014-11-10,1.96e-4
1672522,2014-11-10,0.00297
1672473,2014-11-10,0.0146
1672512,2014-11-10,5e-5
1671259,2014-11-10,2.47e-4
1670485,2014-11-10,0.0134
1670567,2014-11-10,0.00112
1670552,2014-11-11,3.58e-4
1670566,2014-11-11,5e-5
1671321,2014-11-11,0.00105
1670563,2014-11-11,5e-5
1682924,2014-11-11,2.58e-4
1670516,2014-11-12,5e-5
1674071,2014-11-12,3.58e-4
1673351,2014-11-12,5e-5
1672523,2014-11-12,5e-5
1672550,2014-11-12,1.96e-4
1671257,2014-11-13,0.00153
1672511,2014-11-13,0.00611
1672475,2014-11-13,1.45e-4
1673295,2014-11-13,0.00439
1672479,2014-11-13,0.0366
1673319,2014-11-13,0.00149
1682790,2014-11-13,1.07e-4
1673322,2014-11-13,4.56e-4
1672520,2014-11-14,0.00567
1672472,2014-11-14,1.1e-4
1671258,2014-11-14,6.91e-5
1674084,2014-11-14,5.01e-4
1673315,2014-11-14,3.25e-4
1672519,2014-11-15,2.01e-4
1672490,2014-11-16,0.00216
1672513,2014-11-17,0.00946
1674086,2014-11-17,9.78e-4
1673349,2014-11-17,4.81e-4
1675896,2014-11-17,0.00258
1674088,2014-11-17,5e-5
1675919,2014-11-18,9.82e-4
1675920,2014-11-18,2.19e-4
1676226,2014-11-18,2.63e-4
1675840,2014-11-18,5e-5
1674085,2014-11-18,2.06e-4
1680850,2014-11-18,0.00705
1674083,2014-11-18,1.92e-4
1675921,2014-11-18,2.21e-4
1674087,2014-11-19,0.00139
1674089,2014-11-19,0.00105
1675898,2014-11-19,0.00278
1675860,2014-11-19,5e-5
1677604,2014-11-20,5.18e-4
1676206,2014-11-20,5e-5
1682791,2014-11-21,0.00409
1679606,2014-11-22,0.00367
1675895,2014-11-23,5e-5
1675856,2014-11-24,0.0126
1679618,2014-11-24,9.99e-4
1675398,2014-11-24,3.38e-4
1677593,2014-11-24,0.00189
1676240,2014-11-24,8.1e-4
1680827,2014-11-24,9.97e-5
1675857,2014-11-24,3.7e-4
1679630,2014-11-25,0.00237
1677585,2014-11-25,5.53e-5
1680644,2014-11-25,0.00192
1680642,2014-11-26,2.22e-4
1677584,2014-11-26,0.00198
1677592,2014-11-26,5e-5
1679621,2014-11-26,5e-5
1677583,2014-11-26,0.00185
1679641,2014-11-26,7.82e-5
1679617,2014-11-27,2.57e-4
1680801,2014-11-28,8.1e-5
1679615,2014-11-28,0.00345
1679592,2014-11-28,2.75e-4
1680817,2014-11-28,8.27e-4
1679620,2014-11-28,0.00135
1680643,2014-11-28,7.96e-4
1679616,2014-11-28,0.471
1680845,2014-11-28,0.00126
1678177,2014-11-29,7.48e-4
1679603,2014-12-01,5e-5
1679619,2014-12-01,0.00375
1680763,2014-12-01,0.00633
1679515,2014-12-01,3.86e-4
1679642,2014-12-01,6.18e-5
1682355,2014-12-02,0.00176
1680840,2014-12-02,7.58e-5
1682332,2014-12-02,8.36e-4
1682222,2014-12-02,5e-5
1680758,2014-12-02,5e-5
1679614,2014-12-02,0.00381
1682785,2014-12-03,7.29e-5
1682771,2014-12-03,4.45e-4
1682812,2014-12-03,5e-5
1682787,2014-12-03,5e-5
1682926,2014-12-03,5e-5
1679657,2014-12-03,0.00285
1682195,2014-12-03,0.00207
1682813,2014-12-03,1.67e-4
1682927,2014-12-03,0.00154
1682929,2014-12-04,5e-5
1682923,2014-12-04,5e-5
1682930,2014-12-04,1.74e-4
1682925,2014-12-04,7.98e-5
1682819,2014-12-04,5e-5
1682796,2014-12-05,9.99e-4
1682821,2014-12-06,0.00517
1682291,2014-12-07,0.00182
1682278,2014-12-07,7.57e-5
1682928,2014-12-07,5e-5
1682822,2014-12-07,5.65e-5
1682915,2014-12-08,0.0011
1682277,2014-12-08,5e-5
1682275,2014-12-08,7.07e-5
1682786,2014-12-08,0.00252
1682266,2014-12-08,7.03e-4
1682230,2014-12-08,2.54e-4
1682292,2014-12-08,7.6e-5
1685641,2014-12-09,0.00175
1686531,2014-12-09,9.23e-4
1682922,2014-12-09,0.00347
1691247,2014-12-10,4.46e-4
1685639,2014-12-10,5e-5
1685668,2014-12-10,5.89e-5
1686534,2014-12-10,5e-5
1685703,2014-12-10,6.17e-5
1686615,2014-12-10,1.93e-4
1686613,2014-12-11,5e-5
1682846,2014-12-11,6.02e-5
1686658,2014-12-11,2.54e-4
1685640,2014-12-12,0.00257
1685704,2014-12-12,0.00811
1686642,2014-12-13,1.36e-4
1685667,2014-12-13,9.22e-4
1686630,2014-12-14,5e-5
1686524,2014-12-14,5e-5
1686547,2014-12-15,1.53e-4
1686612,2014-12-15,0.00147
1685661,2014-12-15,5e-5
1685702,2014-12-15,2.47e-4
1686645,2014-12-15,5.45e-5
1686614,2014-12-15,2.21e-4
1685701,2014-12-16,5.82e-5
1686656,2014-12-16,5e-5
1685678,2014-12-16,5e-5
1686646,2014-12-16,1.2e-4
1685609,2014-12-16,0.00259
1686532,2014-12-17,0.00116
1687916,2014-12-17,0.00246
1690472,2014-12-17,2.26e-4
1690473,2014-12-18,0.00107
1689450,2014-12-18,3.77e-4
1691266,2014-12-18,0.00306
1690329,2014-12-18,5e-5
1690347,2014-12-19,0.00801
1686545,2014-12-19,5e-5
1689418,2014-12-19,5e-5
1690528,2014-12-20,1.92e-4
1689421,2014-12-22,2.07e-4
1689422,2014-12-22,5.21e-5
1689419,2014-12-22,8.36e-4
1689448,2014-12-23,8.11e-4
1694358,2014-12-23,1.21e-4
1689416,2014-12-23,3.42e-4
1691252,2014-12-24,9.6e-5
1689420,2014-12-29,0.0128
1689449,2014-12-29,5.96e-5
1691254,2014-12-29,0.0128
1690467,2014-12-29,1.77e-4
1690442,2014-12-29,9.11e-5
1691249,2014-12-29,5e-5
1690515,2014-12-29,2.88e-4
1691250,2014-12-30,8.89e-4
1689417,2014-12-30,0.00289
1691251,2014-12-30,5.74e-4
1690474,2014-12-30,6.23e-4
1690423,2014-12-30,5e-5
1694355,2014-12-30,5e-5
1690348,2014-12-30,4.75e-4
1693950,2014-12-30,9.13e-5
1693949,2014-12-30,8.6700000000000007e-05
1691248,2014-12-31,5e-5
1690402,2014-12-31,0.00151
1692471,2015-01-02,0.0024
1693930,2015-01-02,5.23e-4
1692501,2015-01-02,0.0111
1693939,2015-01-02,6.77e-4
1693920,2015-01-02,5.01e-5
1693918,2015-01-02,2.22e-4
1693820,2015-01-03,0.00261
1692472,2015-01-05,5e-5
1694356,2015-01-05,5.13e-4
1690349,2015-01-05,0.00679
1693977,2015-01-05,7.33e-5
1690375,2015-01-05,2.47e-4
1693915,2015-01-05,8.68e-5
1692469,2015-01-05,3.55e-4
1692491,2015-01-05,0.0092
1693931,2015-01-05,4.91e-4
1693853,2015-01-05,2.07e-4
1693929,2015-01-05,2.25e-4
1691253,2015-01-06,6.45e-4
1694320,2015-01-07,9.64e-5
1693948,2015-01-07,9.83e-5
1692470,2015-01-07,0.00216
1693833,2015-01-07,5e-5
1693927,2015-01-08,1.43e-4
1695166,2015-01-08,7.05e-4
1693934,2015-01-08,2.28e-4
1693936,2015-01-09,0.00521
1695164,2015-01-09,0.00201
1693963,2015-01-09,9.65e-4
1693919,2015-01-09,0.00133
1695165,2015-01-09,6.53e-5
1696464,2015-01-12,0.343
1697885,2015-01-13,0.0012
1696822,2015-01-13,0.00157
1695167,2015-01-13,0.00234
1696470,2015-01-13,0.00284
1697869,2015-01-13,4.86e-4
1697871,2015-01-14,9.53e-5
1694327,2015-01-14,5e-5
1694319,2015-01-14,5e-5
1699720,2015-01-14,0.00133
1697887,2015-01-15,0.00603
1699719,2015-01-15,0.00194
1696446,2015-01-15,9.67e-5
1697895,2015-01-15,0.185
1696451,2015-01-15,0.00277
1697883,2015-01-18,5e-5
1697870,2015-01-19,7.77e-4
1696829,2015-01-19,0.00126
1696808,2015-01-19,3.2e-4
1697890,2015-01-20,0.00255
1699882,2015-01-20,1.04e-4
1697889,2015-01-20,0.00386
1699404,2015-01-20,0.0013
1701243,2015-01-21,0.00134
1701240,2015-01-21,5e-5
1700561,2015-01-21,6.47e-5
1697848,2015-01-21,4.29e-4
1699729,2015-01-22,6.15e-5
1699403,2015-01-22,5e-5
1699402,2015-01-23,1.22e-4
1699880,2015-01-23,5.32e-4
1700546,2015-01-23,3.69e-4
1701244,2015-01-23,0.00521
1701275,2015-01-25,1.05e-4
1701241,2015-01-25,2.36e-4
1700500,2015-01-26,5e-5
1699732,2015-01-26,6.33e-5
1700569,2015-01-26,4.14e-4
1700562,2015-01-26,5e-5
1701252,2015-01-26,5e-5
1700498,2015-01-27,3.14e-4
1700572,2015-01-27,9.5e-4
1700544,2015-01-27,7.92e-5
1700570,2015-01-27,7.29e-4
1702199,2015-01-27,5e-5
1700545,2015-01-27,0.00102
1704087,2015-01-27,1.6e-4
1704176,2015-01-27,7.4e-5
1700499,2015-01-28,5e-5
1700568,2015-01-28,5e-5
1701250,2015-01-28,0.00331
1700571,2015-01-28,0.00108
1701242,2015-01-28,2.3e-4
1702185,2015-01-29,5e-5
1707087,2015-01-29,3.07e-4
1702767,2015-01-29,5e-5
1702770,2015-01-30,5.45e-4
1702169,2015-01-30,5e-5
1702768,2015-01-30,5e-5
1702168,2015-01-30,0.00192
1702170,2015-01-30,8.5e-5
1702165,2015-01-31,8.49e-4
1704089,2015-02-02,7.72e-5
1702166,2015-02-02,0.00267
1702167,2015-02-02,0.247
1704086,2015-02-02,7.15e-4
1707070,2015-02-03,0.00235
1702769,2015-02-03,5e-5
1707091,2015-02-04,9.85e-4
1703221,2015-02-04,2.1e-4
1703222,2015-02-04,6.51e-5
1704088,2015-02-05,5.03e-5
1705273,2015-02-05,5e-5
1706552,2015-02-06,5.24e-5
1707084,2015-02-06,0.00204
1707088,2015-02-06,1.25e-4
1706246,2015-02-08,5e-5
1706553,2015-02-09,5e-5
1707934,2015-02-09,5e-5
1707949,2015-02-09,9.17e-4
1705278,2015-02-09,0.00655
1705488,2015-02-09,0.00402
1707944,2015-02-09,5e-5
1705276,2015-02-09,0.00207
1707948,2015-02-09,0.00271
1707073,2015-02-10,1.27e-4
1707951,2015-02-10,6.97e-4
1707945,2015-02-10,0.0124
1707950,2015-02-10,7.41e-4
1707068,2015-02-10,5.33e-4
1706244,2015-02-11,7.19e-4
1705275,2015-02-11,1.36e-4
1705274,2015-02-11,8.7e-5
1705277,2015-02-11,5e-5
1707947,2015-02-12,7.64e-4
1707061,2015-02-12,5e-5
1707097,2015-02-12,0.00156
1707090,2015-02-12,5e-5
1707089,2015-02-13,1.37e-4
1707069,2015-02-13,8.17e-4
1707071,2015-02-17,5e-5
1713910,2015-02-17,5e-5
1707086,2015-02-17,5e-5
1714168,2015-02-18,0.00304
1707946,2015-02-18,1.26e-4
1708582,2015-02-18,5e-5
1708926,2015-02-20,1.2e-4
1711468,2015-02-20,6.92e-5
1708581,2015-02-23,2.51e-4
1714169,2015-02-23,7.12e-4
1708728,2015-02-23,2.5e-4
1711471,2015-02-23,2.21e-4
1712333,2015-02-24,2.13e-4
1711469,2015-02-24,5e-5
1712332,2015-02-24,7.82e-4
1714170,2015-02-25,3.06e-4
1712329,2015-02-25,0.00122
1711472,2015-02-26,0.00383
1714174,2015-02-26,0.00488
1712323,2015-02-26,5e-5
1719235,2015-02-26,5e-5
1712325,2015-02-26,5e-5
1711146,2015-02-27,5e-5
1711159,2015-02-27,0.00361
1713907,2015-02-27,0.00226
1712324,2015-02-27,5e-5
1711140,2015-02-27,0.00554
1714167,2015-03-01,5.03e-5
1714173,2015-03-02,5e-5
1711160,2015-03-02,0.928
1711138,2015-03-02,3.88e-4
1713913,2015-03-02,6.49e-5
1712326,2015-03-02,0.00146
1711153,2015-03-02,0.00101
1713909,2015-03-02,8.16e-5
1714177,2015-03-02,5e-5
1716670,2015-03-03,4.09e-4
1711470,2015-03-03,5e-5
1713963,2015-03-03,5e-5
1713911,2015-03-03,5e-5
1712545,2015-03-03,5e-5
1712328,2015-03-03,5.16e-5
1712331,2015-03-04,0.00145
1712327,2015-03-04,1.28e-4
1714166,2015-03-04,0.00232
1712330,2015-03-04,1.03e-4
1713908,2015-03-05,4.35e-4
1714172,2015-03-06,5e-5
1713961,2015-03-06,5e-5
1714375,2015-03-07,1.35e-4
1733231,2015-03-07,1.04e-4
1714171,2015-03-08,1.87e-4
1713959,2015-03-09,5.72e-5
1713912,2015-03-09,0.0037200000000000002
1714380,2015-03-09,5e-5
1716667,2015-03-09,5e-5
1714381,2015-03-10,1.31e-4
1716664,2015-03-10,0.0516
1716637,2015-03-10,1.02e-4
1713906,2015-03-10,2.94e-4
1716672,2015-03-11,2.12e-4
1716678,2015-03-11,0.0043
1716666,2015-03-11,4.7e-4
1716680,2015-03-12,5.69e-5
1717087,2015-03-12,2.63e-4
1715667,2015-03-13,0.771
1716679,2015-03-13,1.23e-4
1717788,2015-03-13,7.56e-5
1717099,2015-03-13,7.09e-5
1717787,2015-03-13,7.9e-4
1719252,2015-03-14,8.27e-4
1724189,2015-03-15,0.00217
1719239,2015-03-15,3.65e-4
1716685,2015-03-15,5e-5
1716644,2015-03-15,0.00395
1716639,2015-03-15,5e-5
1717789,2015-03-16,0.00158
1717786,2015-03-16,5e-5
1719676,2015-03-17,2.5e-4
1717791,2015-03-17,5e-5
1719232,2015-03-17,5.02e-4
1719275,2015-03-17,5e-5
1717792,2015-03-17,3.08e-4
1719681,2015-03-18,7.98e-5
1731112,2015-03-18,1.92e-4
1717785,2015-03-18,2.07e-4
1717790,2015-03-18,0.00561
1719251,2015-03-18,4.54e-4
1719276,2015-03-20,5.2e-4
1719277,2015-03-20,8.09e-4
1733094,2015-03-21,1.68e-4
1723699,2015-03-23,5e-5
1719236,2015-03-23,5e-5
1722205,2015-03-23,5e-5
1720595,2015-03-24,0.00359
1723701,2015-03-24,0.00107
1720598,2015-03-24,5e-5
1719675,2015-03-24,7.98e-5
1720597,2015-03-24,0.00105
1722210,2015-03-24,0.00157
1726421,2015-03-24,5e-5
1720596,2015-03-25,6.86e-4
1722209,2015-03-25,0.0018
1720594,2015-03-25,7.88e-4
1722206,2015-03-27,0.00233
1722208,2015-03-27,7.69e-4
1722203,2015-03-27,6.04e-5
1723341,2015-03-28,0.00167
1723344,2015-03-29,0.00175
1722207,2015-03-30,8.98e-4
1722204,2015-03-30,0.00175
1723700,2015-03-30,6.31e-4
1723345,2015-03-30,4.56e-4
1723702,2015-03-30,5e-5
1723343,2015-03-30,3.72e-4
1725034,2015-03-31,5e-5
1724173,2015-04-01,5.2e-4
1723346,2015-04-01,8.74e-4
1733224,2015-04-01,5e-5
1724219,2015-04-01,5e-5
1733080,2015-04-01,0.0028
1723342,2015-04-01,2.82e-4
1724172,2015-04-01,5.58e-4
1724175,2015-04-02,7.4e-4
1724217,2015-04-02,4.74e-4
1724429,2015-04-02,5e-5
1724209,2015-04-02,0.00179
1726143,2015-04-02,8.03e-4
1724210,2015-04-04,3.32e-4
1724427,2015-04-06,6.75e-4
1728742,2015-04-06,5e-5
1725032,2015-04-07,7.27e-5
1724174,2015-04-08,5e-5
1727409,2015-04-08,1.76e-4
1724426,2015-04-08,7.22e-4
1726424,2015-04-08,0.00189
1725020,2015-04-08,5e-5
1726141,2015-04-08,0.00136
1726139,2015-04-08,5.11e-5
1733451,2015-04-09,0.00136
1726136,2015-04-09,2.55e-4
1726142,2015-04-09,9.67e-5
1728743,2015-04-09,2.54e-4
1726140,2015-04-10,4.91e-4
1727408,2015-04-10,1.44e-4
1727406,2015-04-10,5e-5
1736505,2015-04-10,0.00177
1727407,2015-04-12,5e-5
1726138,2015-04-12,0.00112
1726144,2015-04-12,1.34e-4
1726137,2015-04-13,6.43e-4
1726135,2015-04-13,3.4e-4
1727405,2015-04-14,0.00112
1729221,2015-04-14,0.00311
1726423,2015-04-14,5e-5
1729223,2015-04-14,0.0158
1728828,2015-04-14,0.00132
1728740,2015-04-14,0.00175
1727410,2015-04-14,0.0182
1728855,2015-04-14,5e-5
1727404,2015-04-14,0.00137
1728739,2015-04-14,0.00922
1726422,2015-04-15,0.00161
1726420,2015-04-15,5e-5
1727411,2015-04-15,0.00156
1733134,2015-04-15,5e-5
1733105,2015-04-15,5e-5
1729222,2015-04-15,3.65e-4
1728798,2015-04-16,1.33e-4
1728848,2015-04-16,8.79e-4
1728738,2015-04-16,8.24e-4
1728749,2015-04-17,0.00102
1731711,2015-04-19,4.11e-4
